163,20,100,25,mid
35,5,60,25,mid
35,5,60,25,mid
70,28,57,24,mid
150,50,30,20,mid
150,55,30,15,mid
150,20,20,15,mid
100,20,140,15,mid
40,15,45,15,mid
40,15,45,15,mid
60,10,75,14,mid
30,10,235,12,mid
30,20,210,12,mid
20,20,200,12,mid
62,5,174,12,mid
30,5,170,12,mid
30,30,150,12,mid
30,20,130,12,mid
49,30,130,12,mid
30,6,200,10,mid
30,10,200,10,mid
30,6,200,10,mid
30,10,200,10,mid
40,8,200,10,mid
20,20,180,10,mid
40,35,180,10,mid
60,5,180,10,mid
60,5,175,10,mid
60,5,175,10,mid
40,10,170,10,mid
40,10,170,10,mid
170,40,5,10,mid
170,40,5,10,mid
170,40,5,10,mid
30,5,160,10,mid
160,40,15,10,mid
30,30,150,10,mid
30,30,150,10,mid
30,40,150,10,mid
30,5,150,10,mid
5,5,150,10,mid
20,20,150,10,mid
100,30,150,10,mid
100,30,150,10,mid
100,30,150,10,mid
150,30,5,10,mid
30,5,120,10,mid
120,20,75,10,mid
120,20,75,10,mid
35,35,44,10,mid
40,8,200,9,mid
150,40,5,9,mid
110,40,10,9,mid
100,4,173,8,mid
40,5,170,8,mid
170,35,10,8,mid
40,10,160,8,mid
40,8,160,8,mid
150,40,10,8,mid
25,25,150,8,mid
38,10,123,8,mid
35,10,220,12,mid
40,10,200,7,mid
20,20,195,7,mid
17,17,192,7,mid
40,10,180,7,mid
62,5,173,7,mid
30,5,160,7,mid
40,8,160,7,mid
60,10,160,7,mid
20,20,160,7,mid
40,10,150,7,mid
40,10,120,7,mid
60,40,50,7,mid
15,15,220,6,mid
15,15,200,6,mid
100,5,170,6,mid
10,5,160,6,mid
150,20,10,6,mid
130,15,130,6,mid
120,80,1,6,mid
6,6,200,5,mid
40,5,190,5,mid
30,20,190,5,mid
10,10,180,5,mid
10,10,180,5,mid
10,10,180,5,mid
10,10,160,5,mid
80,5,160,5,mid
90,8,160,5,mid
160,40,20,5,mid
40,8,157,5,mid
30,5,110,5,mid
90,10,100,5,mid
65,45,64,5,mid
60,40,45,5,mid
30,35,40,5,mid
25,15,30,5,mid
8,8,250,4,mid
5,6,170,4,mid
5,6,170,4,mid
77,15,170,4,mid
165,40,5,4,mid
20,10,160,4,mid
30,5,154,4,mid
30,5,154,4,mid
150,40,110,4,mid
8,8,150,4,mid
60,10,140,4,mid
30,6,140,4,mid
30,10,100,4,mid
60,5,100,4,mid
40,10,90,4,mid
81,10,51,4,mid
50,10,80,4,mid
70,32,12,4,mid
60,8,35,4,mid
50,40,26,4,mid
10,10,250,3,mid
10,10,235,30,mid
10,10,200,3,mid
10,10,200,3,mid
5,5,190,3,mid
5,5,180,3,mid
10,10,180,3,mid
10,10,160,3,mid
10,10,160,3,mid
5,5,160,3,mid
5,5,160,3,mid
52,10,155,3,mid
10,10,146,3,mid
10,10,146,3,mid
10,10,140,3,mid
5,5,110,3,mid
20,6,80,3,mid
50,50,60,3,mid
40,20,30,3,mid
40,20,30,3,mid
40,20,30,3,mid
32,25,20,3,mid
8,8,240,2,mid
5,5,240,2,mid
5,5,240,2,mid
5,5,240,2,mid
5,5,240,2,mid
5,5,240,2,mid
5,5,220,2,mid
5,5,220,2,mid
5,5,220,2,mid
5,5,210,2,mid
5,5,210,2,mid
5,5,210,2,mid
5,5,210,2,mid
15,15,204,2,mid
5,5,180,2,mid
5,5,180,2,mid
5,5,180,2,mid
10,10,180,2,mid
5,5,180,2,mid
5,5,180,2,mid
10,10,170,2,mid
40,5,150,2,mid
50,9,140,2,mid
40,45,140,2,mid
40,40,130,2,mid
40,40,130,2,mid
40,40,130,2,mid
40,40,130,2,mid
40,40,130,2,mid
40,40,130,2,mid
40,40,130,2,mid
40,40,130,2,mid
90,10,100,2,mid
15,6,98,2,mid
55,10,72,2,mid
15,3,60,2,mid
30,10,50,2,mid
45,45,32,2,mid
5,3,200,1,mid
80,5,11,1,mid
10,2,60,1,mid
5,6,50,1,mid
25,18,21,1,mid
20,8,15,1,mid
40,35,40,160,xlarge
53,53,30,31,xlarge
44,32,55,70,xlarge
44,32,55,70,xlarge
60,60,60,35,xlarge
60,60,60,35,xlarge
45,35,60,70,xlarge
66,66,66,40,xlarge
64,68,64,36,xlarge
70,40,70,40,xlarge
70,70,70,40,xlarge
70,40,70,45,xlarge
70,40,70,45,xlarge
70,70,65,120,xlarge
65,38,73,38,xlarge
65,40,75,43,xlarge
70,70,75,50,xlarge
70,70,75,50,xlarge
75,75,80,35,xlarge
80,58,80,38,xlarge
80,58,80,38,xlarge
80,80,60,40,xlarge
60,30,80,40,xlarge
60,30,80,40,xlarge
60,60,80,45,xlarge
60,60,80,45,xlarge
80,80,80,50,xlarge
80,70,65,60,xlarge
80,50,80,62,xlarge
85,50,82,32,xlarge
85,50,82,32,xlarge
70,70,85,35,xlarge
85,48,43,39,xlarge
60,60,85,65,xlarge
60,60,85,70,xlarge
60,60,85,80,xlarge
60,60,85,80,xlarge
86,45,75,26,xlarge
60,53,87,30,xlarge
60,88,80,30,xlarge
88,57,84,32,xlarge
68,68,88,70,xlarge
50,50,89,28,xlarge
65,65,90,30,xlarge
90,90,74,31,xlarge
90,90,74,31,xlarge
90,90,74,31,xlarge
80,60,90,32,xlarge
90,90,80,38,xlarge
90,56,85,38,xlarge
90,50,40,40,xlarge
90,50,40,40,xlarge
70,70,90,40,xlarge
90,90,76,45,xlarge
70,70,90,45,xlarge
80,90,86,45,xlarge
80,90,86,45,xlarge
90,60,90,45,xlarge
90,90,80,45,xlarge
90,90,80,45,xlarge
90,60,86,46,xlarge
90,88,79,56,xlarge
70,67,90,60,xlarge
70,67,90,60,xlarge
65,62,90,80,xlarge
65,62,90,80,xlarge
65,87,90,80,xlarge
65,60,90,80,xlarge
65,60,90,80,xlarge
65,60,90,80,xlarge
65,60,90,80,xlarge
65,60,90,80,xlarge
70,68,90,80,xlarge
70,68,90,80,xlarge
70,68,90,80,xlarge
70,68,90,80,xlarge
70,68,90,80,xlarge
70,70,94,80,xlarge
70,70,94,80,xlarge
70,70,94,80,xlarge
70,70,94,80,xlarge
72,70,95,28,xlarge
70,70,95,44,xlarge
80,68,95,45,xlarge
70,60,97,45,xlarge
70,60,97,45,xlarge
100,90,90,16,xlarge
80,100,90,20,xlarge
84,52,100,26,xlarge
73,40,100,26,xlarge
80,90,100,28,xlarge
80,90,100,28,xlarge
100,80,100,45,xlarge
65,65,103,26,xlarge
100,55,105,45,xlarge
82,55,106,50,xlarge
80,110,90,20,xlarge
110,80,98,30,xlarge
80,50,110,30,xlarge
109,110,80,30,xlarge
60,30,110,32,xlarge
70,30,110,35,xlarge
97,50,110,40,xlarge
90,70,110,50,xlarge
61,65,113,26,xlarge
61,65,113,26,xlarge
65,61,113,38,xlarge
65,60,114,36,xlarge
65,60,114,36,xlarge
115,55,70,20,xlarge
115,55,70,20,xlarge
65,60,115,28,xlarge
65,60,115,28,xlarge
65,60,115,28,xlarge
65,60,115,28,xlarge
65,60,115,28,xlarge
115,70,90,32,xlarge
115,75,85,35,xlarge
61,65,115,38,xlarge
61,65,115,38,xlarge
116,63,82,29,xlarge
60,64,116,32,xlarge
60,64,116,32,xlarge
60,64,116,32,xlarge
60,60,116,39,xlarge
120,60,75,13,xlarge
120,60,75,13,xlarge
120,60,72,16,xlarge
120,60,72,16,xlarge
120,70,110,20,xlarge
120,80,120,24,xlarge
120,60,78,24,xlarge
120,60,78,24,xlarge
120,60,110,26,xlarge
120,40,95,26,xlarge
120,60,76,27,xlarge
120,60,76,27,xlarge
120,60,80,27,xlarge
120,60,80,27,xlarge
120,60,80,27,xlarge
120,60,80,28,xlarge
120,60,90,28,xlarge
120,60,90,28,xlarge
120,60,110,28,xlarge
120,62,70,29,xlarge
120,60,110,32,xlarge
120,60,110,32,xlarge
120,60,110,32,xlarge
120,50,110,32,xlarge
120,60,90,32,xlarge
120,50,110,32,xlarge
120,60,110,32,xlarge
120,60,110,32,xlarge
120,60,110,32,xlarge
120,60,115,32,xlarge
120,60,110,32,xlarge
120,60,110,32,xlarge
120,62,75,35,xlarge
120,60,120,35,xlarge
120,60,90,35,xlarge
120,60,120,35,xlarge
120,60,90,35,xlarge
120,60,90,35,xlarge
120,60,90,35,xlarge
120,40,80,35,xlarge
78,40,120,35,xlarge
120,80,80,35,xlarge
65,60,120,36,xlarge
65,60,120,36,xlarge
120,60,110,36,xlarge
120,40,100,40,xlarge
120,30,120,40,xlarge
120,60,110,40,xlarge
120,60,110,40,xlarge
120,60,110,40,xlarge
90,90,120,70,xlarge
65,65,120,80,xlarge
65,65,120,80,xlarge
65,65,120,80,xlarge
65,65,120,80,xlarge
65,65,120,80,xlarge
87,87,120,90,xlarge
70,70,120,90,xlarge
50,40,120,200,xlarge
122,60,113,32,xlarge
90,50,123,46,xlarge
125,37,100,30,xlarge
120,62,128,34,xlarge
55,55,130,10,xlarge
120,60,130,24,xlarge
50,60,130,28,xlarge
130,84,54,28,xlarge
60,60,130,32,xlarge
130,50,90,32,xlarge
130,60,80,35,xlarge
70,60,130,35,xlarge
120,60,130,40,xlarge
130,50,95,40,xlarge
130,40,110,41,xlarge
130,70,80,45,xlarge
130,40,100,68,xlarge
115,60,135,24,xlarge
95,55,135,36,xlarge
140,70,120,13,xlarge
140,60,70,20,xlarge
70,26,140,26,xlarge
140,75,120,32,xlarge
130,60,140,32,xlarge
140,50,110,34,xlarge
75,30,140,35,xlarge
140,40,45,40,xlarge
140,40,45,40,xlarge
140,54,75,45,xlarge
140,80,80,45,xlarge
75,70,145,60,xlarge
150,70,70,26,xlarge
65,70,150,38,xlarge
160,45,45,28,xlarge
160,120,80,60,xlarge
160,45,100,65,xlarge
160,50,130,70,xlarge
162,45,120,50,xlarge
65,65,167,70,xlarge
180,80,25,15,xlarge
35,35,180,20,xlarge
45,45,180,32,xlarge
71,65,184,100,xlarge
190,90,90,35,xlarge
190,45,45,36,xlarge
190,20,110,40,xlarge
70,70,195,80,xlarge
200,90,30,20,xlarge
200,160,25,30,xlarge
200,87,85,40,xlarge
210,36,40,40,xlarge
70,70,210,60,xlarge
70,70,210,60,xlarge